0 5.100000000000000000e+01 1.146257846012541326e+06 1.100000000000000000e+01 -5.109864293023613282e+05
0 2.540000000000000000e+02 1.234793382557391189e+06 1.100000000000000000e+01 -4.048740268290387467e+05
0 2.220000000000000000e+02 2.561708948876366019e+06 5.000000000000000000e+00 -3.386560458864537068e+05
0 9.400000000000000000e+01 2.501648331341209821e+06 5.000000000000000000e+00 -7.614377848812583834e+05
0 2.800000000000000000e+01 2.860589559554506195e+03 4.959000000000000000e+03 -1.496071165863794022e+03
0 2.580000000000000000e+02 1.025219980596967624e+06 1.300000000000000000e+01 -4.695037428883819375e+05
0 1.000000000000000000e+00 1.446750782428422477e+06 9.000000000000000000e+00 -4.855142496526106261e+05
0 5.800000000000000000e+01 1.092344817210138077e+06 1.100000000000000000e+01 -1.769570492822228000e+06
0 1.100000000000000000e+02 2.552172496493347280e+05 5.400000000000000000e+01 -2.331781213812695350e+05
0 2.570000000000000000e+02 8.902444223009473353e+04 1.590000000000000000e+02 -1.274072986216435675e+04
0 1.530000000000000000e+02 1.653965279921635985e+06 8.000000000000000000e+00 -9.571695310402098112e+05
0 2.300000000000000000e+02 1.943741553108489839e+06 7.000000000000000000e+00 -4.047313394247675315e+05
0 7.000000000000000000e+00 9.303909064053705661e+05 1.400000000000000000e+01 -6.463702616347979056e+05
0 6.700000000000000000e+01 1.985915663556044456e+06 5.000000000000000000e+00 -2.273936133282272145e+06
0 1.370000000000000000e+02 3.341905306487680878e+06 4.000000000000000000e+00 -2.070994473976590671e+05
0 8.000000000000000000e+00 6.311679656496661482e+05 2.100000000000000000e+01 -6.603067578252691310e+05
0 2.200000000000000000e+02 5.890611938703741180e+05 2.300000000000000000e+01 -1.654177892088581575e+05
0 1.110000000000000000e+02 2.447346183755871025e+05 5.700000000000000000e+01 -9.088108662140707020e+04
0 2.730000000000000000e+02 9.482062634508013725e+05 1.200000000000000000e+01 -1.607925585243829992e+06
0 1.500000000000000000e+02 1.865846603010138031e+06 7.000000000000000000e+00 -1.043248151831107913e+06
0 5.000000000000000000e+00 8.526164609754265985e+05 1.600000000000000000e+01 -1.074260453893464874e+05
0 2.740000000000000000e+02 8.495581006117059151e+05 1.600000000000000000e+01 -4.815429505763212219e+05
0 2.370000000000000000e+02 1.892104290626113652e+05 7.400000000000000000e+01 -1.625408445023319218e+05
0 1.660000000000000000e+02 1.589956752349671908e+06 8.000000000000000000e+00 -7.110368490624132100e+05
0 9.700000000000000000e+01 3.412866699654538184e+06 3.000000000000000000e+00 -3.014427408572072163e+06
0 2.550000000000000000e+02 9.914496007016614312e+05 1.400000000000000000e+01 -2.594260722235144349e+05
0 2.900000000000000000e+01 1.219557486838501878e+06 1.100000000000000000e+01 -3.707879016699884087e+05
0 1.020000000000000000e+02 1.159931488013688475e+06 1.100000000000000000e+01 -4.691805958366035484e+05
0 3.800000000000000000e+01 1.750633646726628998e+06 7.000000000000000000e+00 -1.475333657389444998e+06
0 6.500000000000000000e+01 2.028766588033265434e+06 6.000000000000000000e+00 -1.400395583155095577e+06
0 2.190000000000000000e+02 5.865076714795985026e+05 2.300000000000000000e+01 -5.843875602073974442e+05
0 1.420000000000000000e+02 1.566105723427550634e+06 8.000000000000000000e+00 -9.506660267588573042e+05
1 1.420000000000000000e+02 1.291688136123466305e+06 2.000000000000000000e+00 -1.419796991039188579e+05
1 5.800000000000000000e+01 1.082413889500509540e+05 3.000000000000000000e+01 -7.788408971959618793e+04
1 2.650000000000000000e+02 1.364709635882073548e+06 1.000000000000000000e+00 -1.161192806127227843e+06
1 5.100000000000000000e+01 2.103041382472862955e+06 1.000000000000000000e+00 -9.968552146089272574e+05
1 1.230000000000000000e+02 6.175367983685892541e+05 3.000000000000000000e+00 -1.145516627304241760e+06
1 8.900000000000000000e+01 1.016077107432501798e+05 3.300000000000000000e+01 -3.067286180836733547e+04
1 2.380000000000000000e+02 4.307425656489616958e+05 4.000000000000000000e+00 -1.222675381259292131e+06
1 1.650000000000000000e+02 5.727134356272752630e+05 3.000000000000000000e+00 -7.638645032489948208e+05
1 6.100000000000000000e+01 1.070682270851453766e+06 1.000000000000000000e+00 -1.344724180001847912e+06
1 1.280000000000000000e+02 9.966632821581533644e+05 2.000000000000000000e+00 -5.584451043447665870e+05
1 2.250000000000000000e+02 1.433045571997649968e+06 1.000000000000000000e+00 -1.617931450205531903e+06
1 1.210000000000000000e+02 3.471444588954078499e+05 9.000000000000000000e+00 -2.656535128005780280e+04
1 2.640000000000000000e+02 8.767493706397868227e+05 2.000000000000000000e+00 -1.069578558982084738e+06
1 7.000000000000000000e+00 7.700848531851300504e+05 4.000000000000000000e+00 -2.095605380115846638e+05
1 2.680000000000000000e+02 1.913007357976172352e+06 1.000000000000000000e+00 -1.301059857001320692e+06
1 2.670000000000000000e+02 1.219264505528956652e+06 2.000000000000000000e+00 -9.587502546737024095e+05
1 2.520000000000000000e+02 1.380616481567772105e+06 2.000000000000000000e+00 -6.635763403106962796e+05
1 2.010000000000000000e+02 5.262401244389769854e+05 5.000000000000000000e+00 -8.166023310036782641e+04
1 1.910000000000000000e+02 4.869992834041645401e+05 3.000000000000000000e+00 -6.807084881932714488e+05
1 5.400000000000000000e+01 4.089090866470909095e+05 7.000000000000000000e+00 -4.755428704680223018e+05
1 2.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -8.214465994469285943e+05
1 1.710000000000000000e+02 1.757787919902086724e+05 1.900000000000000000e+01 -7.375688674085526145e+04
1 1.000000000000000000e+01 1.737528838160298532e+06 1.000000000000000000e+00 -7.424469784488647711e+05
1 1.050000000000000000e+02 3.978449427963593625e+05 7.000000000000000000e+00 -5.754205624426372815e+05
1 2.100000000000000000e+01 5.370426706977556460e+05 2.000000000000000000e+00 -9.791150729355321964e+05
1 2.390000000000000000e+02 3.540082166415315587e+05 9.000000000000000000e+00 -1.516166926649678499e+04
1 1.630000000000000000e+02 5.766439086062239949e+05 4.000000000000000000e+00 -4.526665986900702119e+05
1 8.600000000000000000e+01 5.253066688278798247e+05 6.000000000000000000e+00 -9.778987120113498531e+04
1 2.700000000000000000e+02 7.564275285073307168e+04 4.300000000000000000e+01 -1.382061791435554624e+05
1 1.150000000000000000e+02 1.943203986562946811e+06 1.000000000000000000e+00 -1.323253387652711011e+06
1 2.020000000000000000e+02 7.098461372118765721e+05 4.000000000000000000e+00 -3.995298652552040294e+05
1 1.520000000000000000e+02 1.636488823657908244e+06 1.000000000000000000e+00 -1.087875344298235839e+06
2 1.030000000000000000e+02 1.176993814308491070e+06 1.000000000000000000e+01 -3.627298083256757818e+05
2 7.500000000000000000e+01 1.433929822262686212e+06 7.000000000000000000e+00 -8.328880380486529320e+05
2 1.600000000000000000e+01 9.894855739551614970e+05 1.100000000000000000e+01 -9.398036091948875692e+05
2 5.700000000000000000e+01 1.036760873828047188e+06 1.100000000000000000e+01 -2.949941763736400753e+04
2 7.200000000000000000e+01 1.981782823663938791e+06 5.000000000000000000e+00 -1.598645668512101285e+06
2 2.520000000000000000e+02 1.125329184012775309e+06 9.000000000000000000e+00 -1.600606678322367603e+06
2 2.200000000000000000e+01 3.476778656300431117e+06 3.000000000000000000e+00 -8.404873676327080466e+05
2 1.640000000000000000e+02 1.476109494800539687e+06 7.000000000000000000e+00 -1.149879598409406841e+06
2 1.040000000000000000e+02 2.691198590210382827e+06 4.000000000000000000e+00 -1.066028675615304615e+06
2 1.350000000000000000e+02 1.896863074884008151e+06 5.000000000000000000e+00 -3.552619212632412091e+05
2 2.440000000000000000e+02 2.148756175671910401e+06 5.000000000000000000e+00 -8.658480301810400560e+05
2 1.830000000000000000e+02 5.561703779283358017e+05 1.900000000000000000e+01 -9.473122699146363884e+05
2 1.760000000000000000e+02 1.402679408490279166e+05 8.500000000000000000e+01 -6.778034621370481909e+04
2 2.430000000000000000e+02 1.348387067606332013e+06 7.000000000000000000e+00 -8.163407344532241113e+05
2 1.970000000000000000e+02 7.712039620361909037e+05 1.500000000000000000e+01 -4.536538812549824361e+05
2 1.090000000000000000e+02 4.180120925915776752e+05 2.800000000000000000e+01 -3.972375448583807447e+05
2 1.860000000000000000e+02 3.862139958457036118e+04 3.130000000000000000e+02 -2.199366701098042540e+02
2 2.600000000000000000e+02 1.261626906172630377e+06 9.000000000000000000e+00 -2.221600001967670396e+05
2 1.150000000000000000e+02 1.069793812853312353e+06 1.000000000000000000e+01 -1.813804038508547004e+06
2 5.200000000000000000e+01 1.072660257748317206e+06 1.100000000000000000e+01 -2.467209126159902662e+05
2 1.200000000000000000e+01 1.424057744564821478e+06 5.000000000000000000e+00 -2.300327139235957526e+06
2 8.500000000000000000e+01 7.293782970940535888e+05 1.600000000000000000e+01 -3.941929996894212672e+05
2 2.230000000000000000e+02 1.693495703953447752e+06 6.000000000000000000e+00 -1.395490095716749784e+06
2 1.170000000000000000e+02 1.876812607124052010e+05 6.400000000000000000e+01 -6.428254239946417511e+04
2 1.210000000000000000e+02 3.630157122466173605e+05 3.300000000000000000e+01 -6.719567226804461097e+04
2 2.530000000000000000e+02 1.023293252015863312e+06 1.100000000000000000e+01 -4.833705552644663258e+05
2 1.930000000000000000e+02 1.908188618494771436e+04 6.340000000000000000e+02 -1.004516973249843613e+04
2 2.100000000000000000e+02 4.769206369017919060e+05 2.400000000000000000e+01 -3.786215405723484000e+05
2 1.340000000000000000e+02 8.628832417932852404e+05 1.300000000000000000e+01 -7.190427242351486348e+05
2 2.740000000000000000e+02 1.181656566359431483e+06 1.000000000000000000e+01 -2.383110773959890939e+05
2 1.250000000000000000e+02 7.621165340418822598e+05 1.500000000000000000e+01 -3.242107841474796878e+05
2 8.700000000000000000e+01 9.218561189651228487e+05 1.300000000000000000e+01 -2.972006612411933020e+03
3 2.690000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.526368055140587036e+06
3 5.800000000000000000e+01 2.881788581835047225e+05 7.000000000000000000e+00 -1.876468286578709376e+04
3 1.920000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -1.152023775661533233e+06
3 7.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.422088738817681093e+06
3 1.050000000000000000e+02 2.620931867300324666e+05 8.000000000000000000e+00 -6.474647284277802100e+04
3 2.490000000000000000e+02 2.206954642901132174e+05 8.000000000000000000e+00 -1.679102385869598947e+03
